Violation Key,Violation Type,Check,Tag,Severity,Rule Value,Design Value,Failure Reason,# Pairs,Source Reset Domain,Destination Reset Domain,Reset Domain,Source Unit,Destination Unit,Occurrence,Port Type,Scheme Property,Scheme Type,Detection Type,Local Source Reset,Local Destination Reset,Source Clock Domain,Destination Clock Domain,Local Source Clock,Local Destination Clock,Potential Clock Source,Potential Reset Source,Instance,Module,Expected,Actual,HierDB Path,HierDB Version,Input Clocks,Modes,Undeclared Resets
dest_new_ack:u_Handshake_syn.din,Functional,dest_new_ack,NAK_WO_SREQ,Error,,,,3,,,u_Handshake_syn.sreq u_Handshake_syn.dtemp u_Handshake_syn.dack,u_Handshake_syn.sreq u_Handshake_syn.dtemp u_Handshake_syn.dack,u_Handshake_syn.S2D.A1 u_Handshake_syn.dout u_Handshake_syn.D2S.A1,u_Handshake_syn.din,,CDC_u_Handshake_syn.din_dest_new_ack,Handshake,UserDefined,,,clk1 clk2,clk2 clk1,clk1 clk2,clk2 clk1,u_Handshake_syn.din,,u_Handshake_syn,Handshake_syn:(WIDTH=30),,,,,,,
